Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,ALL_SKIN_TYPES_COUNT,Suitable_For_All_Skin
Eye Cream,FARMACY,FARMACY Lightful C Eye Cream #123,67.86,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Treatment,LANCÔME,LANCÔME Retinol Reform #124,75.81,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,1,1,4,No
Sun Protect,ORIGINS,ORIGINS Hydro UV Defense SPF 50 #125,51.19,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,0,1,1,0,2,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Concentrate Eye Cream #126,63.71,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,DRUNK ELEPHANT,DRUNK ELEPHANT Avocado Melt Retinol Eye Cream #127,102.18,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Moisturizer,IT COSMETICS,IT COSMETICS The Water Cream #128,67.39,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Treatment,BIOSSANCE,BIOSSANCE Hyaluronic Acid 2% + B5 #129,90.6,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Treatment,SHISEIDO,SHISEIDO Retinol Reform #130,52.67,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,0,1,2,No
Treatment,BIOSSANCE,BIOSSANCE Vitamin C Brightening Serum #131,93.93,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Treatment,GLOW RECIPE,GLOW RECIPE BHA Liquid Exfoliant #132,53.39,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Moisturizer,TULA,TULA C-Firma Fresh Day Serum #133,95.82,4.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,0,0,2,No
Cleanser,FRESH,FRESH Micellar Cleansing Water #134,27.76,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Eye Cream,THE ORDINARY,THE ORDINARY Concentrate Eye Cream #135,21.48,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,1,4,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Avocado Melt Retinol Eye Cream #136,107.1,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Eye Cream,BELIF,BELIF Peptide Eye Complex #137,96.75,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Face Mask,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Water Sleeping Mask #138,94.24,4.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,1,0,2,No
Face Mask,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Superberry Hydrate + Glow Dream Mask #139,43.31,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Face Mask,CLINIQUE,CLINIQUE Charcoal Pore Minimizing Mask #140,84.68,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Avocado Melt Retinol Eye Cream #141,33.56,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Moisturizer,FARMACY,FARMACY Honeymoon Glow AHA #142,75.32,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Eye Cream,OLEHENRIKSEN,OLEHENRIKSEN Autocorrect Brightening Eye Cream #143,73.08,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Sheet Mask Hydrating #144,57.27,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Sun Protect,BELIF,BELIF Defense Refresh Setting Mist #145,87.23,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,1,4,No
Sun Protect,GLOW RECIPE,GLOW RECIPE Mineral Mattescreen SPF 30 #146,29.43,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Moisturizer,ORIGINS,ORIGINS The True Cream Aqua Bomb #147,68.32,4.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,1,0,0,1,No
Treatment,TATCHA,TATCHA Vitamin C Brightening Serum #148,174.23,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,1,0,2,No
Face Mask,LANEIGE,LANEIGE Superberry Hydrate + Glow Dream Mask #149,103.49,4.2,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,0,0,1,No
Treatment,BELIF,BELIF Good Genes All-In-One Lactic Acid #150,52.2,3.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,1,1,3,No
Moisturizer,OLEHENRIKSEN,OLEHENRIKSEN Dewy Skin Cream #151,109.84,3.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,1,4,No
Cleanser,SUPERGOOP!,SUPERGOOP! Soy Face Cleanser #152,34.86,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,0,1,0,2,No
Sun Protect,SUPERGOOP!,SUPERGOOP! City Sunscreen Serum #153,55.99,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,0,1,0,2,No
Cleanser,FARMACY,FARMACY Soy Face Cleanser #154,87.27,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Eye Cream,CAUDALIE,CAUDALIE Peptide Eye Complex #155,102.82,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,0,1,3,No
Moisturizer,ORIGINS,ORIGINS Lala Retro Whipped Cream #156,85.02,4.2,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Moisturizer,LANCÔME,LANCÔME Protini Polypeptide Cream #157,44.36,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Niacinamide 10% + Zinc 1% #158,69.21,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Face Mask,KORA ORGANICS,KORA ORGANICS Superberry Hydrate + Glow Dream Mask #159,35.04,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,1,4,No
Eye Cream,SEPHORA COLLECTION,SEPHORA COLLECTION Concentrate Eye Cream #160,9.47,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Cleanser,HERBIVORE,HERBIVORE Gentle Skin Cleanser #161,77.75,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Moisturizer,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Crème de la Mer #162,105.58,4.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Sun Protect,FIRST AID BEAUTY,FIRST AID BEAUTY UV Clear Broad-Spectrum #163,45.06,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Babyfacial AHA/BHA Mask #164,63.94,3.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Treatment,TULA,TULA Good Genes All-In-One Lactic Acid #165,51.44,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,1,4,No
Treatment,BIOSSANCE,BIOSSANCE Hyaluronic Acid 2% + B5 #166,45.35,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,0,1,3,No
Eye Cream,DERMALOGICA,DERMALOGICA Avocado Melt Retinol Eye Cream #167,99.6,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,0,0,2,No
Moisturizer,TATCHA,TATCHA The True Cream Aqua Bomb #168,238.52,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,1,3,No
Cleanser,SHISEIDO,SHISEIDO Kalie Squalane Cleanser #169,89.69,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Face Mask,TULA,TULA Babyfacial AHA/BHA Mask #170,89.74,3.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Treatment,MURAD,MURAD Retinol Reform #171,41.12,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Face Mask,KORA ORGANICS,KORA ORGANICS Babyfacial AHA/BHA Mask #172,36.81,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Eye Cream,IT COSMETICS,IT COSMETICS Lightful C Eye Cream #173,95.23,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Sun Protect,FARMACY,FARMACY UV Clear Broad-Spectrum #174,74.2,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,1,4,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Autocorrect Brightening Eye Cream #175,69.08,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Moisturizer,SUPERGOOP!,SUPERGOOP! Lala Retro Whipped Cream #176,60.02,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,0,0,2,No
Eye Cream,ORIGINS,ORIGINS Peptide Eye Complex #177,65.14,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,1,3,No
Cleanser,THE ORDINARY,THE ORDINARY Superfood Antioxidant Cleanser #178,15.37,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Treatment,HERBIVORE,HERBIVORE Resurfacing Serum #179,34.48,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,0,1,1,1,3,No
Treatment,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Vitamin C Brightening Serum #180,103.46,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Cleanser,BELIF,BELIF Special Cleansing Gel #181,44.85,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Treatment,MARIO BADESCU,MARIO BADESCU Good Genes All-In-One Lactic Acid #182,82.58,3.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Treatment,ORIGINS,ORIGINS Resurfacing Serum #183,79.55,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Moisturizer,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Honeymoon Glow AHA #184,40.02,4.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Treatment,DERMALOGICA,DERMALOGICA Niacinamide 10% + Zinc 1% #185,100.48,3.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,1,1,0,2,No
Cleanser,DERMALOGICA,DERMALOGICA Superfood Antioxidant Cleanser #186,85.8,3.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,ORIGINS,ORIGINS Banana Bright Eye Crème #187,58.47,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,0,2,No
Face Mask,THE ORDINARY,THE ORDINARY Babyfacial AHA/BHA Mask #188,18.31,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,0,1,3,No
Sun Protect,FARMACY,FARMACY UV Clear Broad-Spectrum #189,50.39,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Cleanser,CLINIQUE,CLINIQUE Micellar Cleansing Water #190,37.17,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,0,2,No
Sun Protect,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Defense Refresh Setting Mist #191,62.42,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Treatment,KORA ORGANICS,KORA ORGANICS Niacinamide 10% + Zinc 1% #192,34.0,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,0,1,1,3,No
Cleanser,TULA,TULA Foaming Facial Cleanser #193,63.28,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,1,4,No
Sun Protect,ESTÉE LAUDER,ESTÉE LAUDER Defense Refresh Setting Mist #194,30.28,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Treatment,DRAUNK ELEPHANT,DRAUNK ELEPHANT Retinol Reform #195,90.13,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,0,1,1,2,No
Face Mask,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Sheet Mask Hydrating #196,106.92,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Sun Protect,PAULA'S CHOICE,PAULA'S CHOICE Unseen Sunscreen SPF 40 #197,89.03,4.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,0,1,3,No
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Resurfacing Serum #198,9.83,4.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Moisturizer,BELIF,BELIF Dewy Skin Cream #199,26.89,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,KATE SOMERVILLE,KATE SOMERVILLE Special Cleansing Gel #200,88.88,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION BHA Liquid Exfoliant #201,13.2,3.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Sun Protect,BIOSSANCE,BIOSSANCE Defense Refresh Setting Mist #202,51.41,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Cleanser,FIRST AID BEAUTY,FIRST AID BEAUTY Gentle Skin Cleanser #203,93.3,4.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Treatment,ESTÉE LAUDER,ESTÉE LAUDER Vitamin C Brightening Serum #204,79.62,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Sun Protect,DRUNK ELEPHANT,DRUNK ELEPHANT Unseen Sunscreen SPF 40 #205,40.18,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Moisturizer,ESTÉE LAUDER,ESTÉE LAUDER Ultra Facial Cream #206,106.74,3.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,0,0,2,No
Treatment,BIOSSANCE,BIOSSANCE Niacinamide 10% + Zinc 1% #207,69.89,3.9,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Treatment,ESTÉE LAUDER,ESTÉE LAUDER Vitamin C Brightening Serum #208,50.91,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Cleanser,LANCÔME,LANCÔME Kalie Squalane Cleanser #209,43.78,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,1,3,No
Face Mask,FRESH,FRESH Sheet Mask Hydrating #210,92.37,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,1,4,No
Sun Protect,TATCHA,TATCHA Unseen Sunscreen SPF 40 #211,214.59,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,1,4,No
Treatment,TATCHA,TATCHA Niacinamide 10% + Zinc 1% #212,286.19,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Moisturizer,TULA,TULA Midnight Recovery Concentrate #213,93.33,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Treatment,HERBIVORE,HERBIVORE Hyaluronic Acid 2% + B5 #214,30.8,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Moisturizer,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Midnight Recovery Concentrate #215,56.44,4.1,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Sun Protect,IT COSMETICS,IT COSMETICS Defense Refresh Setting Mist #216,108.05,4.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Moisturizer,SUNDAY RILEY,SUNDAY RILEY The True Cream Aqua Bomb #217,101.34,4.2,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,0,0,2,No
Sun Protect,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Unseen Sunscreen SPF 40 #218,49.74,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,0,0,1,1,No
Eye Cream,OLEHENRIKSEN,OLEHENRIKSEN Banana Bright Eye Crème #219,32.4,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Face Mask,LANEIGE,LANEIGE Water Sleeping Mask #220,54.6,4.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Sun Protect,SUNDAY RILEY,SUNDAY RILEY Unseen Sunscreen SPF 40 #221,47.05,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Moisturizer,LA MER,LA MER The True Cream Aqua Bomb #222,223.97,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Eye Cream,TULA,TULA Avocado Melt Retinol Eye Cream #223,32.88,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,0,1,0,2,No
Face Mask,BIOSSANCE,BIOSSANCE Charcoal Pore Minimizing Mask #224,31.28,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Treatment,HERBIVORE,HERBIVORE Niacinamide 10% + Zinc 1% #225,36.55,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,0,0,1,0,1,No
Treatment,THE ORDINARY,THE ORDINARY Niacinamide 10% + Zinc 1% #226,15.91,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Eye Cream,BIOSSANCE,BIOSSANCE Concentrate Eye Cream #227,61.86,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,0,1,3,No
Treatment,GLOW RECIPE,GLOW RECIPE Hyaluronic Acid 2% + B5 #228,107.31,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Face Mask,MURAD,MURAD Jet Lag Mask #229,104.16,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,1,3,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Hyaluronic Acid 2% + B5 #230,81.88,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,1,1,4,No
Moisturizer,SUPERGOOP!,SUPERGOOP! Dewy Skin Cream #231,65.21,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,1,4,No
Cleanser,OLEHENRIKSEN,OLEHENRIKSEN Gentle Skin Cleanser #232,79.64,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,0,1,1,2,No
Moisturizer,SHISEIDO,SHISEIDO Ultra Facial Cream #233,67.92,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Sun Protect,TULA,TULA Mineral Mattescreen SPF 30 #234,53.67,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Treatment,FIRST AID BEAUTY,FIRST AID BEAUTY Vitamin C Brightening Serum #235,63.16,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,SUNDAY RILEY,SUNDAY RILEY Resurfacing Serum #236,27.84,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Eye Cream,FRESH,FRESH Concentrate Eye Cream #237,72.15,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Moisturizer,LANCÔME,LANCÔME Honeymoon Glow AHA #238,74.93,4.0,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Eye Cream,GLOW RECIPE,GLOW RECIPE Concentrate Eye Cream #239,52.03,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,0,0,1,1,2,No
Treatment,OLEHENRIKSEN,OLEHENRIKSEN Niacinamide 10% + Zinc 1% #240,77.09,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,FIRST AID BEAUTY,FIRST AID BEAUTY Green Clean Makeup Mending Cleansing Balm #241,39.74,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,1,4,No
Cleanser,LANEIGE,LANEIGE Gentle Skin Cleanser #242,71.72,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,1,0,2,No
Moisturizer,LANEIGE,LANEIGE Protini Polypeptide Cream #243,40.78,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,0,1,1,3,No
Face Mask,FRESH,FRESH Jet Lag Mask #244,72.62,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
